attendance_pct,study_hours_wk,quiz_avg,assign_avg,midterm,lms_logins_wk,forum_posts,passed
47,9,38,86,77,4,2,0
82,32,82,57,96,18,7,1
51,15,88,71,94,24,15,1
40,13,38,75,28,8,6,0
96,5,41,91,41,22,17,0
93,11,70,59,58,27,8,0
59,10,44,71,30,8,2,0
67,13,95,74,60,11,17,1
96,15,40,80,63,17,15,0
82,7,37,94,90,26,0,1
76,28,84,53,32,25,19,0
86,32,35,43,39,23,15,0
76,15,82,39,87,25,11,0
51,21,49,60,89,9,5,1
76,6,68,53,83,25,8,1
88,1,63,64,34,28,12,0
88,4,86,82,31,16,11,1
95,11,48,50,98,18,12,1
83,26,60,52,36,23,17,0
95,23,69,90,70,10,18,1
67,29,43,55,56,15,18,0
86,21,66,65,56,7,18,1
54,27,73,35,85,29,5,0
45,13,38,37,93,25,15,0
83,23,87,59,85,23,6,0
98,16,49,42,70,26,6,0
59,30,79,99,92,14,18,1
89,4,49,96,79,27,15,1
53,16,65,41,25,10,16,0
41,31,56,41,91,6,18,0
48,25,61,42,73,1,15,0
76,12,30,53,49,18,15,0
59,26,46,51,40,8,18,0
65,33,38,45,37,17,14,0
68,28,74,83,76,12,2,0
40,9,95,45,60,22,14,0
94,12,61,75,96,0,15,1
74,5,74,96,68,18,19,0
45,28,38,86,71,12,4,0
76,5,59,74,44,13,18,0
92,34,67,39,42,16,9,0
98,34,89,56,78,21,12,1
44,13,30,71,36,19,14,0
72,14,34,45,49,0,11,0
88,11,92,78,84,4,16,1
90,4,65,87,99,29,14,1
53,33,94,95,58,19,3,1
51,7,53,47,37,13,14,0
81,8,33,45,62,26,16,0
59,10,97,45,36,25,10,0
92,15,54,41,60,29,14,0
89,15,36,51,52,26,19,0
63,5,42,82,63,25,6,0
98,29,97,48,67,17,12,0
82,19,72,97,55,12,12,1
73,10,86,98,26,22,19,0
64,12,65,99,66,11,19,0
89,4,43,68,55,14,1,0
68,31,56,43,85,23,9,0
96,18,66,71,80,3,17,1
78,16,54,64,38,8,19,0
70,25,96,75,38,2,4,0
95,23,33,79,53,28,19,1
86,12,45,81,74,21,18,0
82,34,48,41,74,10,1,0
89,3,58,48,87,29,3,0
62,9,80,82,97,14,15,0
83,18,47,40,89,15,15,0
77,34,87,68,92,29,16,1
59,14,73,80,95,6,14,1
62,4,45,93,35,6,12,0
84,29,94,42,38,21,0,0
91,15,31,58,27,8,4,0
55,28,85,38,32,16,19,0
89,16,57,35,67,12,0,0
81,12,94,68,33,8,11,1
99,5,34,43,43,28,14,0
94,34,51,97,36,8,3,1
47,1,42,44,51,19,18,0
89,32,94,44,82,28,15,1
60,26,45,84,49,27,17,0
40,17,93,78,69,11,16,0
94,27,61,82,72,20,10,0
47,24,80,40,74,18,19,1
68,26,87,58,68,22,12,1
71,23,75,92,83,14,8,0
77,22,81,98,57,17,16,0
44,4,92,90,52,7,16,0
86,9,89,46,42,24,4,0
61,4,94,69,79,5,7,0
86,7,84,40,57,24,2,0
73,23,86,99,39,5,5,0
40,2,55,94,85,2,2,0
94,24,41,63,35,25,7,0
94,31,75,72,60,2,11,1
65,31,76,56,39,1,3,0
82,34,67,42,77,4,1,0
49,24,50,97,86,28,9,0
69,26,43,47,72,29,14,0
89,16,31,61,39,19,12,0
57,13,99,52,87,11,14,1
56,15,62,52,67,5,18,0
65,27,35,96,74,15,17,0
47,4,66,48,84,4,12,0
86,16,43,45,83,5,19,0
79,30,66,51,39,3,19,0
88,30,37,85,53,13,0,0
51,3,42,48,99,28,15,0
66,22,69,91,64,2,7,0
47,22,87,40,55,16,5,0
64,12,47,91,97,4,2,0
85,21,86,38,35,21,19,1
43,4,67,45,86,20,15,0
72,31,61,45,99,20,1,1
40,31,95,42,32,27,1,0
58,23,54,93,75,5,14,0
70,20,87,55,81,19,9,1
55,15,62,99,28,29,0,0
53,23,95,58,60,27,19,1
92,28,59,64,43,3,14,0
87,16,63,91,48,26,0,0
44,21,98,51,65,12,15,0
80,15,77,93,73,7,17,1
65,17,69,65,70,10,4,1
67,13,80,98,60,23,4,1
41,19,42,82,34,27,9,0
89,30,60,57,31,18,11,0
45,18,68,64,36,22,9,0
48,14,92,89,72,4,1,0
72,20,77,41,61,4,0,0
80,19,77,46,99,27,15,1
64,7,90,94,60,28,17,0
87,4,41,86,84,2,6,0
52,34,85,61,32,1,3,0
48,2,47,46,31,28,9,0
92,5,56,47,67,2,9,0
52,10,57,96,82,14,10,0
70,32,81,63,70,6,2,1
80,13,45,69,58,2,13,1
50,5,87,94,96,14,12,1
43,10,38,63,46,10,18,0
73,10,55,65,45,15,9,0
77,27,57,95,39,12,14,0
85,21,65,36,29,1,7,0
43,8,38,67,41,19,16,0
77,1,76,96,96,11,5,0
58,28,80,93,43,20,6,0
45,14,86,74,29,28,13,0
73,21,61,83,47,6,7,0
57,30,96,66,38,0,11,0
52,21,86,72,34,13,17,0
80,9,83,47,55,23,13,0
62,17,45,88,37,9,0,0
58,5,91,47,46,2,3,0
84,31,85,73,61,29,16,0
50,19,52,57,63,10,17,0
40,33,46,48,34,21,18,0
63,13,67,51,55,19,3,0
93,14,59,58,67,29,5,1
46,33,87,92,60,20,7,0
64,29,51,97,59,25,14,0
60,10,46,68,92,27,19,1
54,31,44,85,79,14,0,1
40,6,77,44,92,5,4,1
51,1,61,55,71,17,15,0
97,7,69,71,30,12,5,0
46,27,86,41,52,14,9,0
54,21,87,47,54,2,9,0
60,28,45,64,51,14,4,0
58,16,57,65,93,23,7,0
99,23,30,39,63,23,0,0
68,20,70,66,59,0,4,1
64,25,77,50,68,9,0,0
72,28,60,56,39,23,6,0
88,5,65,98,56,26,14,1
71,21,62,78,53,17,13,0
88,18,62,74,87,25,8,1
74,6,52,71,30,25,7,0
83,29,89,50,51,28,7,0
77,19,59,77,52,7,2,0
65,33,74,97,29,11,19,0
50,1,68,49,65,25,3,0
74,3,74,78,80,4,16,1
47,21,41,43,78,0,5,0
85,3,61,99,42,7,1,0
53,25,85,78,67,27,8,0
49,20,53,54,98,4,13,0
41,34,42,67,53,16,0,0
85,21,49,40,34,14,16,0
48,23,85,65,30,3,10,0
42,6,82,52,28,12,5,0
60,13,97,62,58,16,0,0
65,23,83,99,57,12,18,1
47,9,63,79,28,24,15,0
87,17,57,92,68,25,17,1
41,2,79,81,55,1,10,0
45,19,31,86,90,23,8,0
67,19,55,70,82,3,5,0
92,7,80,35,84,24,1,1
68,20,76,73,26,1,7,0
65,9,55,35,60,11,15,0
64,17,90,48,94,18,7,0
51,27,52,57,84,17,7,0
44,2,66,77,47,9,13,0
73,19,70,56,71,29,0,0
87,17,81,94,70,4,6,1
76,5,78,61,68,10,1,0
54,18,56,90,43,0,14,0
83,7,35,36,73,27,17,0
75,17,95,73,82,2,3,0
54,4,53,85,31,16,17,0
82,25,67,53,65,25,4,0
87,5,57,96,39,14,15,1
62,30,57,97,77,13,12,0
45,12,95,39,47,23,8,0
85,4,90,95,97,14,4,1
89,24,75,41,89,15,7,1
83,29,98,84,84,27,17,1
98,9,72,80,34,3,2,0
82,4,88,48,82,18,5,0
84,24,31,99,71,23,10,1
60,14,44,99,39,28,13,0
62,5,66,91,33,24,18,0
82,18,49,96,37,7,6,0
94,19,64,54,47,5,9,0
55,12,63,60,57,15,14,0
86,18,60,78,33,29,5,0
92,17,48,96,27,2,19,1
99,30,97,79,97,7,5,1
54,24,53,45,49,28,15,0
64,11,68,68,95,4,8,1
75,23,83,80,60,4,18,0
50,17,68,66,44,11,17,0
90,1,46,39,78,24,4,0
54,15,48,97,43,0,15,0
43,32,77,63,84,6,6,0
60,9,64,82,61,23,18,0
52,15,61,50,27,10,4,0
61,28,76,59,43,9,19,0
58,24,76,63,77,2,10,0
73,22,93,86,70,7,17,1
53,27,75,80,80,0,6,1
43,19,64,59,94,7,17,0
87,12,46,57,55,22,2,0
92,20,71,68,77,19,4,1
91,1,58,68,58,10,12,0
85,21,99,66,55,6,15,1
66,1,46,63,84,25,11,0
68,10,43,43,35,29,6,0
86,32,53,91,30,26,12,0
67,22,86,73,51,15,0,0
74,18,79,41,31,6,14,0
47,32,86,42,73,12,11,0
55,27,90,52,96,9,16,0
81,28,68,83,84,28,19,1
75,18,84,50,57,27,4,0
69,29,65,55,71,16,16,0
57,18,66,44,68,2,14,0
41,8,43,38,51,6,19,0
88,31,56,78,46,10,18,1
52,34,60,42,71,12,0,0
43,7,73,89,72,4,3,1
65,18,97,53,54,24,2,0
64,9,77,98,26,22,7,0
69,9,86,74,39,18,8,0
50,8,51,85,71,14,11,0
46,18,33,43,51,0,4,0
70,5,75,64,95,4,8,0
83,14,88,90,51,29,0,1
49,28,63,78,37,12,10,0
78,30,40,93,79,9,6,0
52,4,60,49,41,28,19,0
70,20,40,95,99,4,13,1
46,25,85,57,83,22,2,0
95,28,67,81,34,29,10,1
88,12,50,51,57,0,16,0
81,2,39,91,61,9,17,0
81,14,55,88,32,17,18,0
95,22,37,86,57,26,17,0
75,31,37,56,31,21,5,0
59,23,89,73,58,7,14,1
43,20,63,47,95,19,6,0
93,4,45,86,31,2,4,0
46,15,42,48,65,18,4,0
93,24,51,97,79,18,6,0
40,25,56,62,31,1,11,0
83,1,93,80,42,16,7,1
95,7,31,62,67,15,17,0
84,31,55,36,64,20,17,0
81,12,98,51,77,9,16,0
86,5,59,93,38,20,10,0
98,12,37,86,45,15,14,0
52,18,67,38,81,4,19,0
94,2,90,37,70,19,5,1
61,10,94,71,50,2,11,0
93,15,96,58,48,27,6,0
60,30,75,69,29,2,7,0
61,17,72,36,66,1,3,0
67,4,88,67,67,20,2,0
48,7,75,44,56,3,2,1
65,31,64,96,30,21,9,0
48,34,68,77,98,17,14,1
54,6,80,93,91,1,12,0
49,34,33,43,31,23,18,0
63,15,80,94,53,5,7,0
97,14,34,97,58,2,17,0
96,6,84,86,31,20,4,0
81,32,49,57,82,2,6,0
47,3,53,64,55,26,4,0
63,3,65,77,97,1,18,1
55,22,63,55,69,2,16,0
88,22,83,77,71,16,18,1
65,10,63,41,96,13,3,0
66,3,46,50,97,6,6,0
76,12,34,57,97,21,5,0
43,29,47,92,64,20,13,0
89,17,84,65,54,5,18,0
63,7,82,40,86,7,19,1
58,13,79,99,95,18,10,1
75,2,74,93,41,18,6,0
99,4,42,62,29,11,2,0
78,10,45,52,25,4,19,0
49,24,42,44,55,4,16,0
64,17,49,41,59,13,10,0
57,6,95,71,96,26,14,1
58,19,76,79,54,16,6,0
75,5,48,50,39,15,14,0
49,32,74,48,80,3,16,0
72,10,66,45,84,24,10,0
94,9,83,68,51,7,11,0
89,27,35,94,26,2,12,0
44,13,43,47,98,20,10,0
86,19,33,73,88,4,10,0
88,21,84,78,29,22,8,0
74,24,63,62,92,23,10,0
83,4,56,74,37,24,3,0
73,24,36,50,47,6,1,0
72,3,32,84,74,17,3,0
94,4,76,62,97,23,13,1
60,31,31,94,61,7,4,0
56,25,54,46,54,10,16,0
61,13,89,50,47,28,11,0
87,4,53,87,58,13,5,0
76,14,44,88,88,17,11,1
54,13,43,83,79,12,14,1
74,27,83,70,95,5,18,1
67,6,35,96,33,12,9,0
46,17,47,60,28,25,1,0
71,17,49,90,90,0,11,0
50,2,91,56,57,10,11,0
49,13,69,83,56,6,6,0
48,2,68,36,68,9,0,0
53,28,81,87,61,1,17,0
52,26,61,41,91,15,2,0
96,22,56,54,84,4,19,1
64,3,81,64,83,15,4,0
41,12,92,93,60,29,19,1
74,24,92,37,73,22,14,0
46,5,46,90,75,25,9,0
60,20,78,51,32,15,18,0
57,13,52,86,74,26,0,1
42,12,42,41,65,14,6,0
81,13,52,39,62,8,17,0
93,10,86,88,79,29,1,1
78,33,91,95,92,0,18,0
80,16,83,50,42,8,9,1
88,3,49,93,89,10,14,1
50,5,81,81,88,4,9,0
78,26,52,82,36,5,9,0
63,11,64,98,65,29,11,1
99,7,96,84,66,7,7,1
85,10,63,75,84,14,13,0
58,34,62,56,74,26,1,0
43,3,75,88,60,15,16,0
65,8,74,39,72,29,5,0
77,31,48,51,95,17,7,0
81,11,44,75,97,11,0,0
71,7,95,69,32,22,2,1
78,2,68,74,49,27,14,0
84,6,47,56,31,3,16,0
85,32,99,82,32,24,6,1
75,20,88,87,55,21,13,1
79,34,61,44,36,15,2,0
76,16,50,52,81,22,17,0
72,25,69,83,90,10,4,0
75,12,56,64,36,21,19,0
42,7,31,53,51,26,14,0
48,17,68,89,70,23,5,0
47,11,85,94,31,21,2,0
72,6,42,55,85,6,17,0
98,23,85,60,82,23,19,1
45,27,95,62,82,14,2,0
80,6,85,73,37,16,7,0
78,2,57,67,77,14,18,0
43,22,93,74,89,9,17,1
52,20,93,63,73,27,14,0
88,25,85,54,59,3,13,0
99,15,70,54,41,21,15,0
41,29,70,46,96,16,2,0
99,8,33,59,91,3,14,0
44,33,86,59,34,21,18,0
83,22,59,38,58,22,7,0
66,5,75,38,28,28,1,0
71,18,85,43,53,21,16,0
60,30,60,49,70,10,11,0
47,31,36,60,99,3,18,0
77,10,83,66,70,11,10,0
47,15,37,86,83,28,17,0
89,18,84,66,85,22,12,0
42,23,98,43,92,9,13,0
93,33,73,47,90,13,11,0
83,16,42,90,58,17,14,0
97,34,49,78,29,5,7,1
42,28,61,64,33,4,1,0
61,2,89,50,44,1,7,0
45,30,79,46,45,24,4,0
41,13,56,52,41,12,1,0
62,16,54,47,36,22,9,0
83,5,81,58,91,13,9,1
41,28,97,46,29,2,3,0
77,20,50,94,84,22,3,0
56,24,47,94,77,10,7,0
74,27,68,35,76,26,5,0
73,30,44,77,72,21,14,0
62,27,82,89,43,22,17,0
69,26,67,74,41,3,7,0
91,7,77,98,78,12,19,1
47,5,81,68,92,28,6,0
61,23,57,68,59,25,19,0
83,28,45,82,65,28,16,0
97,34,45,67,37,7,18,0
75,15,64,64,57,7,1,0
44,32,46,63,39,22,11,0
52,26,81,57,87,12,18,1
68,31,41,68,39,22,4,0
70,19,77,49,55,9,11,0
86,9,51,87,52,12,16,0
96,29,78,51,34,12,4,0
94,4,81,98,81,23,1,1
55,3,30,95,95,16,3,0
81,29,95,91,57,5,5,0
69,11,93,71,31,1,8,0
96,33,37,41,29,16,9,0
94,11,54,42,81,11,10,0
55,27,95,55,96,25,1,0
51,33,99,95,64,22,8,1
56,21,80,63,52,5,19,0
55,31,82,59,60,4,16,0
51,2,44,92,80,4,8,0
47,27,79,48,71,24,7,0
59,11,67,88,95,8,4,0
42,18,69,64,64,27,4,0
55,1,95,52,83,27,5,0
69,31,68,88,67,21,15,1
84,28,46,55,90,28,0,0
62,1,36,87,33,2,8,0
67,25,68,50,30,22,6,0
90,20,97,62,89,19,10,0
79,3,64,38,27,4,14,0
93,2,80,89,98,6,4,0
44,18,76,49,61,11,18,0
59,10,65,98,57,6,5,1
79,5,93,99,33,9,13,0
95,9,42,50,77,7,19,0
83,2,47,54,75,16,13,0
40,34,50,98,95,4,10,0
96,31,94,67,50,14,3,0
69,10,37,92,40,27,9,0
60,12,77,73,64,8,1,0
59,21,72,70,75,22,3,0
45,6,82,55,63,10,19,0
61,3,56,97,79,27,9,1
57,10,48,40,60,12,0,0
47,5,52,58,89,17,13,0
78,26,79,87,69,16,17,1
71,21,80,84,33,23,11,0
72,26,72,46,61,8,18,0
92,26,80,90,25,9,11,1
55,8,98,49,90,4,4,0
51,5,70,74,87,29,3,0
77,15,40,75,67,10,12,0
91,16,81,40,52,21,17,1
73,1,52,67,55,14,11,0
53,16,78,77,93,1,15,0
75,3,67,55,32,26,5,0
72,31,76,99,58,20,6,1
62,13,36,51,73,27,8,0
89,16,95,42,82,19,9,0
84,21,91,98,99,23,4,1
41,2,58,62,71,23,3,0
80,27,67,47,49,13,10,0
60,26,62,47,27,4,18,0
41,25,58,72,69,26,6,0
66,11,52,59,76,23,12,0
96,8,32,96,58,5,12,0
48,8,74,57,93,25,17,0
40,33,37,55,32,21,8,0
50,7,58,88,51,28,12,0
42,21,31,97,87,14,12,0
91,8,79,64,49,28,4,0
62,21,94,66,82,3,11,0
65,20,49,58,72,9,0,0
43,8,81,41,25,27,17,0
57,31,66,35,32,26,16,0
94,29,56,37,45,18,9,1
45,9,76,62,53,8,8,0
74,15,35,77,54,20,19,0
61,30,89,80,27,25,7,0
82,26,74,35,31,9,14,0
54,10,73,72,35,3,12,0
61,29,47,69,56,21,16,0
99,16,94,88,83,29,8,1
76,20,54,58,36,3,10,0
91,22,56,62,62,5,3,0
81,7,36,56,48,25,6,0
51,23,73,50,89,7,19,0
86,29,58,47,42,15,2,0
88,16,73,96,70,7,9,0
81,28,65,77,80,27,2,0
77,31,48,66,87,15,0,0
57,14,35,91,31,5,13,0
84,33,54,99,90,16,12,1
74,9,60,83,64,28,4,0
69,27,38,67,78,0,7,0
63,24,66,53,55,29,11,0
81,13,56,70,76,18,5,0
69,26,42,49,55,17,1,0
53,29,70,58,58,16,3,1
45,28,95,61,31,16,4,0
42,28,53,83,40,27,10,0
55,8,73,57,46,11,12,0
46,23,89,67,77,11,7,1
91,29,38,75,41,5,4,0
53,5,31,90,28,6,5,0
48,7,85,63,85,7,14,0
54,27,59,65,76,2,15,0
60,2,51,99,59,16,10,0
74,25,42,52,68,20,6,0
41,9,45,40,39,7,5,0
66,27,74,86,85,27,11,1
41,1,94,74,68,26,3,0
74,23,40,99,45,29,13,0
57,10,99,76,71,10,10,0
53,25,49,66,99,19,11,1
59,3,92,44,73,17,1,0
57,6,41,43,77,15,10,0
49,6,91,95,51,24,12,1
64,2,71,45,55,27,10,0
41,18,98,42,68,12,8,0
64,23,87,83,56,8,15,0
93,2,34,58,54,18,4,0
72,12,56,67,42,6,11,0
75,22,57,53,87,28,2,1
70,20,55,36,40,16,15,0
53,24,78,89,59,7,18,0
40,20,50,45,86,7,16,1
85,1,30,51,33,28,10,0
55,1,87,76,86,2,18,1
93,17,84,95,63,15,17,1
85,1,55,37,75,11,8,0
91,30,54,69,34,14,12,0
42,3,62,35,76,20,5,0
74,11,98,41,36,3,2,0
80,24,35,54,96,22,11,0
45,22,52,77,86,26,8,0
64,26,59,40,27,6,8,0
52,13,83,89,35,10,14,0
92,1,40,55,32,23,0,0
73,24,60,85,47,4,17,0
47,10,35,80,34,12,14,0
60,24,40,69,42,10,7,0
73,28,41,42,63,4,10,0
43,16,95,50,50,7,16,0
64,16,82,98,35,20,13,0
54,17,65,36,34,28,18,0
43,15,46,35,27,29,4,0
84,16,57,92,86,28,1,1
99,15,51,35,95,16,14,1
51,34,36,41,85,10,18,0
71,11,44,52,28,18,15,0
71,1,40,66,85,17,12,0
67,15,53,79,32,27,6,0
52,26,96,67,37,9,16,0
70,4,59,83,36,4,18,1
53,5,99,67,59,28,6,0
59,13,95,62,78,23,11,0
57,10,90,87,75,24,12,0
68,11,70,78,67,24,12,1
99,18,80,89,90,0,13,1
45,34,73,44,39,16,14,0
71,23,42,48,73,16,1,0
68,7,41,70,58,0,5,0
82,3,38,68,63,24,8,0
41,12,77,52,50,0,14,0
99,7,78,50,93,22,19,0
62,26,82,71,72,21,15,0
58,33,85,75,75,8,1,0
70,15,69,59,28,26,2,0
90,2,53,42,51,24,19,0
44,7,62,52,66,3,7,0
58,32,52,82,80,8,7,0
73,4,83,52,93,13,6,0
49,20,82,52,42,14,10,0
64,32,78,90,85,15,12,1
41,28,78,57,28,15,7,1
50,13,89,69,25,12,8,0
89,1,94,40,74,13,15,0
70,30,61,60,94,21,4,0
95,25,50,95,44,20,13,0
54,16,47,49,44,8,0,0
48,19,89,66,70,22,18,0
62,1,42,46,51,8,16,0
58,5,53,39,50,20,13,0
48,22,59,98,56,3,12,0
74,24,31,61,34,9,7,0
60,4,54,79,36,2,2,0
48,18,79,69,98,20,0,1
67,16,43,60,48,8,18,0
85,18,35,57,75,18,14,0
90,22,59,47,62,15,7,1
46,2,59,37,70,15,8,0
55,21,67,63,32,16,12,0
55,29,87,98,79,17,11,1
99,26,70,62,55,9,8,0
72,21,86,70,40,20,19,0
43,17,65,40,44,18,10,0
43,16,93,45,62,21,4,0
78,31,45,72,39,14,18,0
79,9,43,68,58,14,17,0
56,31,60,80,96,10,10,1
76,14,95,63,43,7,10,1
78,2,97,94,93,21,5,1
99,14,94,88,87,15,0,1
91,33,84,43,56,9,8,0
68,20,69,44,61,8,6,0
91,2,54,92,90,14,5,1
75,19,54,86,31,21,9,0
99,18,32,68,72,29,4,0
77,16,98,69,35,4,0,0
78,4,55,67,99,19,14,0
89,12,69,66,55,1,4,0
76,29,67,89,68,21,19,1
91,7,67,42,69,15,5,0
74,14,97,80,96,17,4,1
46,12,36,48,80,15,16,0
66,5,59,42,56,4,17,0
67,17,48,88,45,0,3,0
61,32,64,55,55,18,1,0
53,10,62,48,25,9,7,0
46,17,62,36,35,20,4,0
76,5,67,95,92,28,3,1
61,9,39,51,60,12,13,1
44,33,86,82,83,22,3,0
94,18,57,42,91,23,7,0
41,9,67,90,80,22,2,0
66,29,45,51,75,22,13,0
60,14,50,46,53,10,17,0
93,25,35,72,26,14,11,0
77,15,70,52,30,1,14,0
54,6,44,60,55,5,19,0
60,29,32,71,78,20,19,0
49,15,72,75,64,10,8,0
62,29,76,76,41,14,1,1
97,4,43,75,29,8,0,0
95,18,95,81,26,11,14,1
78,16,58,48,82,25,14,0
44,11,33,35,36,26,7,0
40,14,55,51,29,3,2,0
52,3,41,89,84,27,1,1
60,18,31,87,65,22,3,0
65,20,46,65,44,26,17,0
89,25,64,96,96,23,11,0
84,13,39,42,25,13,17,0
60,4,72,64,80,21,9,0
92,14,50,79,94,2,7,1
57,33,44,52,80,26,17,0
76,28,64,79,78,20,16,1
84,8,89,53,35,16,18,0
71,34,73,84,27,29,5,0
75,5,34,59,52,12,13,0
56,5,47,72,29,7,4,0
74,31,50,70,40,11,7,0
88,9,80,90,55,11,7,1
99,32,70,73,52,11,17,1
50,33,53,97,31,26,8,0
60,3,53,41,33,1,13,0
91,30,67,92,63,28,13,1
94,12,73,93,67,9,19,1
92,29,86,82,51,22,13,0
65,3,88,39,57,8,16,0
43,26,63,70,80,0,1,1
73,30,52,59,26,28,13,0
91,9,72,79,38,3,11,0
87,26,69,53,37,22,15,0
99,2,76,41,48,13,5,1
57,3,70,92,93,15,17,1
79,4,76,73,58,24,6,1
74,25,49,52,43,17,1,0
80,13,94,35,54,1,12,0
68,23,97,97,73,5,7,1
91,9,53,37,67,2,11,0
68,2,65,55,40,19,0,0
77,31,74,64,76,18,8,0
81,2,31,45,73,12,7,0
60,32,57,56,35,16,8,0
81,18,55,91,71,13,4,0
52,13,52,37,59,29,12,0
88,5,65,64,95,21,13,0
80,10,35,79,53,10,3,0
56,25,64,70,78,15,16,1
95,34,67,98,47,10,8,1
48,30,64,88,48,28,19,1
80,7,82,84,34,17,14,1
40,6,67,65,85,1,19,0
41,3,88,63,32,22,3,0
99,13,72,93,72,20,1,0
87,3,33,70,53,7,12,1
68,26,34,45,50,13,3,0
72,24,97,45,61,1,17,1
49,6,74,60,76,12,15,0
89,12,54,87,62,9,9,0
97,2,40,48,30,7,1,0
99,11,58,98,32,6,13,1
79,34,63,44,41,12,1,0
60,26,43,65,86,25,17,1
67,18,53,70,58,29,0,0
50,21,88,44,43,23,12,0
94,22,68,60,94,26,5,1
73,30,55,54,61,18,16,0
47,30,72,78,62,23,16,0
98,8,65,96,39,14,10,0
61,34,68,43,64,21,5,0
47,9,90,58,33,1,19,0
88,20,45,46,77,21,2,0
54,25,88,94,94,4,13,0
56,19,35,50,90,18,5,0
99,5,85,63,76,0,16,1
62,11,37,66,25,6,2,0
63,15,56,69,54,17,16,0
84,8,56,77,25,0,18,0
58,19,75,87,63,0,17,1
44,23,70,54,40,6,4,0
71,27,54,42,41,27,14,0
83,32,47,76,46,16,2,0
40,26,41,50,55,24,7,0
62,27,80,87,64,5,6,0
76,19,68,79,51,19,17,1
47,29,39,85,60,11,9,1
52,33,83,40,28,19,9,0
47,19,58,67,93,14,18,0
96,19,70,49,49,12,0,0
62,33,38,48,54,11,1,0
82,16,92,73,71,29,0,1
40,23,66,97,36,20,8,0
84,7,43,39,51,1,14,0
90,26,68,86,69,20,17,1
63,32,69,50,87,17,17,0
74,12,83,72,79,27,6,0
63,8,32,87,54,3,13,0
56,5,84,87,38,9,17,1
44,28,62,80,80,10,19,0
59,5,48,49,43,29,18,0
60,26,63,93,50,20,4,0
79,5,79,84,95,5,8,0
97,22,76,43,62,5,17,1
70,15,75,60,93,8,12,0
85,13,85,37,60,19,4,0
75,28,86,81,42,12,19,0
50,33,80,39,81,29,14,0
91,23,83,96,47,4,18,0
54,33,57,39,38,5,19,0
58,18,48,44,93,3,10,0
46,30,56,97,46,5,8,0
90,26,77,59,52,17,15,0
67,16,48,78,67,27,10,0
90,13,80,59,42,12,1,0
82,33,36,64,60,22,7,0
97,26,58,48,31,2,4,0
44,1,72,77,47,29,10,0
44,2,98,62,58,9,10,0
69,6,87,53,45,3,8,0
93,24,37,76,94,24,10,0
71,18,71,54,71,14,4,0
47,27,71,45,77,11,8,0
49,8,42,88,65,14,0,0
77,28,55,58,99,28,9,1
86,10,47,51,56,20,7,0
71,17,71,62,38,24,18,0
87,29,80,84,41,25,15,1
67,6,45,89,49,28,12,0
56,14,32,44,88,25,4,0
70,22,74,55,97,9,17,1
47,6,51,92,72,11,8,0
79,26,52,68,59,25,3,0
64,12,88,77,61,21,13,0
48,14,91,45,79,7,6,0
41,22,97,67,41,20,11,0
54,23,83,92,52,20,6,1
89,7,86,80,25,2,10,0
42,25,52,95,77,6,14,1
88,13,89,96,97,17,6,1
75,21,84,35,79,26,19,0
43,10,92,55,85,27,16,0
53,9,85,96,37,2,4,0
80,15,84,98,71,14,7,0
80,2,54,90,88,1,9,1
64,25,55,35,56,14,5,0
97,13,78,55,52,12,1,0
94,34,92,56,77,23,4,1
89,34,74,88,55,19,9,0
49,3,68,38,32,9,2,0
60,6,94,99,96,23,12,1
75,19,98,85,98,23,15,0
51,3,85,97,49,23,14,0
66,18,38,49,57,23,1,0
79,9,99,70,92,7,2,1
41,12,57,63,31,15,19,0
93,5,74,86,90,27,17,1
52,3,55,80,70,24,19,0
92,11,57,63,29,15,19,0
71,30,69,81,41,1,14,0
70,4,44,59,76,8,4,0
55,5,35,50,36,7,10,0
71,1,56,75,86,10,2,0
71,27,67,99,59,25,8,0
99,28,97,54,86,0,6,1
73,29,93,70,45,29,1,0
50,18,59,92,90,20,14,0
49,12,32,82,77,10,11,0
54,13,91,36,45,17,15,0
56,2,41,63,39,25,15,0
79,16,59,50,99,20,15,0
57,24,67,69,98,28,18,1
94,22,89,96,47,14,2,1
48,11,67,38,55,23,19,0
64,29,44,85,78,8,3,0
79,15,47,67,79,8,0,0
98,31,81,58,50,0,7,0
53,16,58,59,77,6,14,0
99,10,89,62,90,11,4,1
97,32,50,41,63,26,19,1
64,2,46,70,31,23,11,0
89,24,47,44,63,9,19,0
61,23,86,70,56,18,19,0
91,2,66,52,50,28,3,0
69,31,89,40,53,15,14,0
59,26,67,41,49,5,5,0
60,29,41,46,80,10,4,0
83,3,30,75,55,18,10,1
71,14,87,97,90,24,13,1
90,25,32,59,26,28,10,0
85,1,92,87,71,18,8,0
88,3,50,67,99,17,9,0
95,26,52,40,53,24,5,0
60,18,38,96,73,14,10,1
74,9,84,43,97,26,8,0
97,23,48,50,56,28,4,0
71,21,91,89,54,15,9,0
69,1,68,74,39,13,19,0
94,21,56,60,86,7,13,0
78,27,75,72,41,7,5,1
88,6,63,69,46,1,3,1
51,28,62,93,54,5,9,0
80,17,79,48,40,12,10,0
86,3,49,81,76,12,15,1
57,12,69,76,32,20,6,0
60,12,87,85,88,29,17,0
52,2,60,53,63,11,6,0
60,22,67,81,55,1,14,1
47,23,74,99,36,20,18,1
85,30,70,76,57,19,17,1
